timestamp,uploadSpeed,downloadSpeed,systemUptime,status
2023-06-03T17:34:36.170968,49141000,107853000,17357,connected
2023-06-03T17:34:41.951009,49141000,107853000,17363,connected
2023-06-03T17:34:54.581236,49141000,107853000,17376,connected
2023-06-03T17:35:01.499543,49141000,107853000,17382,connected
